VehicleAge,Make,VehOdo,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,WarrantyCost,IsBadBuy
0.444444,FORD,0.370126,0.14969,0.201237,0.083002,0
0.444444,DODGE,0.722586,0.223828,0.273092,0.184906,0
0.444444,DODGE,0.526278,0.147088,0.167469,0.107021,0
0.333333,DODGE,0.603732,0.117812,0.147944,0.098493,1
0.444444,FORD,0.708581,0.164852,0.20649,0.074048,0
0.666667,SATURN,0.785088,0.083897,0.108758,0.206936,0
0.333333,PONTIAC,0.698914,0.205131,0.236876,0.240193,0
0.222222,CHEVROLET,0.665945,0.222018,0.231651,0.048465,0
0.444444,VOLKSWAGEN,0.75156,0.185642,0.20363,0.129477,0
0.333333,CHEVROLET,0.439482,0.168076,0.191283,0.053297,0
0.666667,FORD,0.482578,0.138546,0.168431,0.048749,0
0.444444,PONTIAC,0.538533,0.097135,0.120033,0.204093,0
0.333333,CHRYSLER,0.745266,0.301049,0.335157,0.147953,0
0.666667,HYUNDAI,0.743137,0.051396,0.06377,0.061399,1
0.444444,DODGE,0.731568,0.240743,0.295531,0.184906,0
0.444444,FORD,0.631506,0.215456,0.263688,0.14838,0
0.333333,BUICK,0.726978,0.271575,0.314973,0.16643,0
0.333333,FORD,0.68298,0.195429,0.235804,0.16643,0
0.555556,FORD,0.749702,0.240913,0.281149,0.055571,0
0.555556,JEEP,0.711287,0.189461,0.251038,0.25867,0
0.555556,DODGE,0.569834,0.210138,0.236711,0.134878,0
0.444444,FORD,0.75376,0.177071,0.201705,0.16643,0
0.444444,CHEVROLET,0.658524,0.118915,0.150502,0.214895,0
0.555556,PONTIAC,0.63432,0.121234,0.154379,0.214895,0
0.222222,SUZUKI,0.21594,0.182983,0.200137,0,0
0.333333,CHEVROLET,0.573856,0.254123,0.298336,0.107021,0
0.222222,CHRYSLER,0.706697,0.195203,0.214162,0.111001,0
0.222222,DODGE,0.365482,0.205499,0.221367,0.032831,0
0.333333,SUZUKI,0.369179,0.114191,0.136697,0.002843,0
0.888889,DODGE,0.654078,0.126807,0.159934,0.191018,1
0.444444,CHEVROLET,0.665855,0.118915,0.150502,0.214895,0
0.444444,PONTIAC,0.323702,0.132719,0.166149,0.34963,0
0.333333,CHRYSLER,0.523681,0.200747,0.219909,0.093235,0
0.222222,CHEVROLET,0.654078,0.16785,0.186361,0.048465,0
0.111111,DODGE,0.364138,0.195174,0.203602,0.032831,0
0.222222,FORD,0.341242,0.200181,0.216692,0.052871,0
0.444444,HYUNDAI,0.794782,0.124431,0.147889,0.022456,0
0.333333,FORD,0.69124,0.223715,0.269077,0.16643,1
1,MERCURY,0.534006,0.056431,0.087007,0.09423,0
0.333333,FORD,0.716869,0.139592,0.161254,0.074048,1
0.444444,SATURN,0.781734,0.121489,0.147147,0.06353,0
0.111111,DODGE,0.404989,0.221396,0.235116,0.052871,0
0.444444,HYUNDAI,0.573432,0.182417,0.220239,0.107021,0
0.555556,CHRYSLER,0.725688,0.099652,0.123773,0.147953,1
0.333333,TOYOTA,0.76037,0.280712,0.301636,0.018761,0
0.222222,CHEVROLET,0.691989,0.209713,0.233521,0.240193,0
0.333333,FORD,0.589492,0.191639,0.221229,0.14838,0
0.333333,FORD,0.744779,0.188273,0.225244,0.16643,1
0.444444,CHEVROLET,0.532897,0.119594,0.153252,0.093235,1
0.222222,SUZUKI,0.54655,0.153028,0.169614,0.010091,1
0.444444,CHEVROLET,0.480242,0.138404,0.166011,0.147527,0
0.333333,CHEVROLET,0.512445,0.191101,0.211605,0.06552,0
0.777778,SATURN,0.889577,0.086754,0.114918,0.387862,0
0.444444,DODGE,0.766142,0.251634,0.298749,0.074048,0
0.333333,CHEVROLET,0.599069,0.160071,0.188175,0.048465,1
0.444444,DODGE,0.630992,0.131163,0.154572,0.098493,0
0.666667,FORD,0.55802,0.162267,0.188774,0.079306,0
0.666667,DODGE,0.812223,0.13962,0.177148,0.249574,0
0.444444,CHRYSLER,0.54682,0.120838,0.142995,0.107021,0
0.555556,FORD,0.744968,0.170905,0.193125,0.147953,0
0.555556,FORD,0.633923,0.162267,0.188774,0.048465,0
0.333333,CHEVROLET,0.629937,0.214437,0.232229,0.214895,0
0.444444,NISSAN,0.709059,0.277006,0.329988,0.111001,1
0.888889,FORD,0.722956,0.118321,0.135157,0.098209,0
0.333333,SATURN,0.590439,0.147795,0.185371,0.048465,0
0.333333,CHEVROLET,0.652455,0.235567,0.299711,0.248152,0
0.111111,TOYOTA,0.371785,0.284587,0.302819,0.002843,1
0.444444,CHRYSLER,0.741974,0.137018,0.157129,0.147953,0
0.222222,CHEVROLET,0.623165,0.191978,0.230771,0.081865,0
0.111111,CHRYSLER,0.287,0.188075,0.19824,0.059693,0
0.333333,KIA,0.443792,0.122677,0.152647,0.029704,0
0.444444,SATURN,0.271607,0.096965,0.12193,0.017055,0
0.444444,JEEP,0.678669,0.262043,0.293222,0.221717,0
1,MERCURY,0.715796,0.05298,0.07455,0.116686,0
0.444444,CHRYSLER,0.421608,0.14293,0.169641,0.088687,0
0.222222,HYUNDAI,0.52791,0.244817,0.268225,0.037806,0
0.444444,CHEVROLET,0.553773,0.134246,0.154682,0.037806,0
0.777778,PONTIAC,0.721693,0.073318,0.099876,0.282831,0
1,CHEVROLET,0.608412,0.075581,0.101444,0.257533,0
0.555556,MAZDA,0.686398,0.125251,0.159522,0.129477,1
0.222222,CHRYSLER,0.367989,0.140412,0.166671,0.072911,0
0.111111,DODGE,0.398983,0.221396,0.235116,0.052871,0
0.555556,FORD,0.607564,0.121432,0.163344,0.065094,0
0.333333,PONTIAC,0.609593,0.217747,0.251231,0.115122,0
0.444444,DODGE,0.654484,0.1076,0.141427,0.165009,0
0.777778,CHEVROLET,0.595661,0.172347,0.204262,0.141131,0
0.222222,CHEVROLET,0.732974,0.222216,0.239874,0.240193,0
0.444444,PONTIAC,0.795648,0.144966,0.172364,0.268476,0
0.555556,FORD,0.729403,0.248522,0.282689,0.055571,0
0.444444,CHEVROLET,0.513427,0.231692,0.275182,0.107021,0
0.444444,CHEVROLET,0.649876,0.165361,0.19714,0.214895,0
0.444444,CHEVROLET,0.365851,0.16785,0.19868,0.042922,0
0.444444,DODGE,0.708599,0.205895,0.241606,0.147953,0
0.444444,CHEVROLET,0.561682,0.16604,0.196728,0.176379,0
0.333333,MAZDA,0.415134,0.220547,0.25805,0.053297,0
0.666667,FORD,0.646097,0.101519,0.113103,0.14838,0
0.777778,FORD,0.438192,0.06107,0.090087,0.178368,1
0.666667,CADILLAC,0.697201,0.21158,0.250846,0.184906,1
0.333333,KIA,0.401228,0.115634,0.12699,0.002843,0
0.333333,CHEVROLET,0.635501,0.210703,0.234209,0.214895,0
0.444444,FORD,0.657369,0.193902,0.237674,0.015208,0
0.222222,DODGE,0.604561,0.199276,0.242706,0.165009,0
0.444444,CHEVROLET,0.674178,0.080672,0.103451,0.048465,0
0.444444,FORD,0.649515,0.135321,0.166121,0.098493,1
0.666667,CHEVROLET,0.576263,0.092694,0.113406,0.532689,0
0.666667,FORD,0.65213,0.229485,0.257418,0.124503,0
0.333333,CHEVROLET,0.777531,0.180494,0.210807,0.145395,0
0.555556,NISSAN,0.703946,0.188018,0.217957,0.111001,1
0.444444,FORD,0.288001,0.113003,0.13975,0.042638,0
0.333333,CHEVROLET,0.655403,0.195005,0.225739,0.081865,0
0.555556,PONTIAC,0.586111,0.16157,0.187378,0.093235,0
0.777778,MERCURY,0.604579,0.13815,0.164939,0.141131,0
0.333333,BUICK,0.742632,0.261732,0.314176,0.16643,0
0.444444,FORD,0.33759,0.120952,0.140932,0.083002,0
0.555556,JEEP,0.656738,0.2266,0.249113,0.198266,0
0.444444,FORD,0.476842,0.099709,0.126,0.065094,0
0.666667,FORD,0.644871,0.088366,0.111921,0.14838,0
0.111111,CHRYSLER,0.364571,0.200492,0.204895,0.072911,0
0.333333,CHEVROLET,0.641669,0.22694,0.25948,0.214895,0
0.444444,KIA,0.476031,0.08319,0.098859,0.006111,0
0.444444,FORD,0.660688,0.198569,0.224007,0.131751,0
0.777778,DODGE,0.752218,0.104574,0.138045,0.153638,1
0.444444,DODGE,0.559229,0.09374,0.1205,0.079306,0
0.333333,SUZUKI,0.427668,0.102481,0.121848,0.006111,0
0.555556,KIA,0.490829,0.08367,0.120858,0.029704,0
0.666667,CHRYSLER,0.72622,0.077363,0.091764,0.190591,1
0.444444,CHEVROLET,0.664971,0.164597,0.190348,0.048465,0
0.666667,PONTIAC,0.55793,0.082115,0.109803,0.204093,0
0.222222,CHEVROLET,0.368782,0.190451,0.194335,0.022882,0
0.333333,CHEVROLET,0.50349,0.183803,0.21056,0.176379,0
0.444444,DODGE,0.453919,0.118519,0.140465,0.065094,0
0.666667,FORD,0.517089,0.073233,0.092287,0.09423,0
0.444444,DODGE,0.57207,0.162267,0.188774,0.023877,0
0.111111,CHRYSLER,0.369792,0.179928,0.187818,0.072911,0
0.555556,CHEVROLET,0.801762,0.182361,0.225162,0.166003,0
0.777778,TOYOTA,0.709357,0.142986,0.156497,0.061399,1
0.333333,SUZUKI,0.334966,0.138404,0.152812,0.002843,1
0.444444,HYUNDAI,0.626393,0.178797,0.202887,0.048465,1
0.444444,PONTIAC,0.756781,0.1629,0.188725,0.240193,0
0.444444,PONTIAC,0.767413,0.18567,0.212457,0.129477,0
0.333333,CHEVROLET,0.498115,0.216842,0.237234,0.176379,0
0.444444,PONTIAC,0.626952,0.18171,0.205362,0.115122,0
0.888889,DODGE,0.332909,0.050858,0.062478,0.095509,0
0.333333,CHEVROLET,0.64387,0.19806,0.237811,0.231524,1
0.555556,PONTIAC,0.519749,0.097021,0.132298,0.490051,0
0.555556,DODGE,0.410057,0.063022,0.083432,0.065094,0
0.333333,SUZUKI,0.655683,0.132238,0.156744,0.015208,0
0.555556,CHEVROLET,0.632002,0.070517,0.088904,0.098493,0
0.333333,NISSAN,0.598177,0.179674,0.204455,0.031836,0
0.222222,CHEVROLET,0.448806,0.195316,0.223649,0.029704,0
0.555556,SATURN,0.63762,0.096484,0.116486,0.048465,0
0.666667,PONTIAC,0.470683,0.109213,0.139282,0.147527,0
0.333333,DODGE,0.749243,0.297203,0.359549,0.184906,0
0.333333,CHRYSLER,0.551888,0.235312,0.282497,0.107021,1
0.666667,SATURN,0.69831,0.11289,0.133397,0.055571,0
0.555556,CHEVROLET,0.6032,0.18287,0.222467,0.214895,0
0.333333,KIA,0.627953,0.145504,0.156799,0.048465,0
0.777778,JEEP,0.814874,0.176817,0.202557,0.126634,1
0.111111,DODGE,0.352478,0.221396,0.235116,0.052871,0
0.444444,NISSAN,0.638955,0.311544,0.337247,0.048465,0
0.555556,CHEVROLET,0.659561,0.093316,0.123388,0.098493,0
0.333333,CHEVROLET,0.587058,0.163154,0.190045,0.093235,0
0.444444,JEEP,0.558922,0.291828,0.338952,0.162592,1
0.333333,FORD,0.561312,0.134897,0.161721,0.079306,0
0.444444,CHEVROLET,0.728024,0.108449,0.14569,0.111001,1
0.333333,TOYOTA,0.717193,0.395412,0.434429,0.018761,0
0.555556,HYUNDAI,0.751037,0.105224,0.12875,0.018761,0
0.333333,CHRYSLER,0.542925,0.269822,0.301966,0.107021,0
0.333333,CHRYSLER,0.400714,0.16307,0.18779,0.072911,1
0.222222,DODGE,0.415666,0.247277,0.261735,0.065094,0
0.333333,CHEVROLET,0.54655,0.192968,0.218562,0.176379,0
0.333333,HYUNDAI,0.535323,0.190451,0.209872,0.037806,0
0.555556,CHEVROLET,0.65672,0.186971,0.230496,0.098493,0
0.666667,FORD,0.498954,0.136396,0.156084,0.191302,1
0.222222,DODGE,0.748873,0.191356,0.233384,0.184906,0
0.222222,PONTIAC,0.396593,0.246995,0.279362,0.042922,0
0.555556,FORD,0.779091,0.100699,0.123278,0.083997,0
0.555556,CHEVROLET,0.61072,0.162267,0.188774,0.048465,0
0.444444,DODGE,0.761795,0.142562,0.177533,0.184906,0
0.333333,CHRYSLER,0.766061,0.253048,0.293524,0.221717,0
0.444444,FORD,0.430076,0.178372,0.216087,0.029704,0
0.666667,GMC,0.747241,0.161429,0.185151,0.153638,0
0.555556,CHEVROLET,0.767747,0.110967,0.13326,0.092524,0
0.333333,CHEVROLET,0.64221,0.178344,0.20407,0.081865,0
0.333333,FORD,0.635339,0.138121,0.164939,0.098493,0
0.666667,CHEVROLET,0.424999,0.138828,0.162711,0.07689,0
0.555556,MITSUBISHI,0.469808,0.152773,0.182566,0.006111,0
0.777778,FORD,0.815163,0.207139,0.251561,0.106168,0
0.777778,PONTIAC,0.828897,0.047634,0.06883,0.311114,1
0.333333,HYUNDAI,0.658424,0.131248,0.148852,0.015208,0
0.777778,FORD,0.479791,0.121291,0.152949,0.084139,0
0.666667,MAZDA,0.726887,0.122451,0.151189,0.116686,1
0.444444,PONTIAC,0.393374,0.131927,0.159329,0.123081,0
0.111111,CHRYSLER,0.282022,0.207875,0.20825,0.059693,0
0.777778,JEEP,0.713505,0.165813,0.207617,0.116686,0
0.777778,CHEVROLET,0.775223,0.057873,0.07653,0.167567,0
0.333333,CHEVROLET,0.603136,0.22694,0.25948,0.214895,0
0.444444,PONTIAC,0.53902,0.17495,0.212127,0.176379,0
0.555556,FORD,0.701782,0.147739,0.189193,0.074048,0
0.666667,JEEP,0.635122,0.140384,0.161914,0.074474,0
0.555556,FORD,0.78911,0.107035,0.139172,0.083997,0
0.555556,CHEVROLET,0.547397,0.119113,0.140905,0.037806,1
0.666667,CHEVROLET,0.719015,0.152971,0.185233,0.184906,0
0.555556,CHEVROLET,0.755239,0.135632,0.157597,0.092524,1
0.333333,CHEVROLET,0.497105,0.116737,0.13425,0.029704,0
0.444444,HYUNDAI,0.616338,0.187056,0.214409,0.048465,0
0.222222,DODGE,0.643031,0.213702,0.239049,0.098493,0
0.777778,DODGE,0.810771,0.095437,0.126908,0.208641,0
0.222222,DODGE,0.745392,0.312562,0.336835,0.147953,0
0.777778,BUICK,0.666423,0.137244,0.169311,0.29079,1
0.444444,KIA,0.451484,0.126043,0.147174,0.006111,0
0.777778,CHEVROLET,0.865292,0.06322,0.086539,0.387862,1
0.333333,FORD,0.526675,0.28371,0.322178,0.037806,0
0.222222,PONTIAC,0.598113,0.189602,0.214794,0.214895,0
0.444444,DODGE,0.636178,0.231522,0.278922,0.065094,0
0.777778,FORD,0.690185,0.079852,0.106778,0.153638,0
0.444444,CHEVROLET,0.523049,0.178401,0.204922,0.176379,0
0.444444,DODGE,0.613877,0.172743,0.200192,0.131751,0
0.444444,CHEVROLET,0.658776,0.247815,0.302159,0.14838,0
0.222222,DODGE,0.701962,0.231946,0.26212,0.184906,0
0.444444,MERCURY,0.634013,0.173366,0.199725,0.048465,0
0.444444,CHEVROLET,0.749766,0.109863,0.142032,0.240193,0
0.666667,ACURA,0.69023,0.239866,0.270727,0.147953,0
0.444444,HYUNDAI,0.375762,0.133341,0.150337,0.002843,0
0.444444,CHRYSLER,0.553638,0.091647,0.117751,0.079306,0
0.555556,DODGE,0.690492,0.059373,0.083432,0.147953,1
0.555556,CHEVROLET,0.94234,0.119368,0.148082,0.299744,1
0.555556,CHRYSLER,0.567192,0.094702,0.119456,0.120949,1
0.222222,FORD,0.626916,0.312732,0.355617,0.048465,0
0.555556,GMC,0.671852,0.309903,0.378688,0.098493,0
0.333333,MITSUBISHI,0.436776,0.179956,0.207672,0.006111,0
0.777778,PONTIAC,0.544214,0.07063,0.086924,0.532689,0
0.444444,CHEVROLET,0.715309,0.214268,0.236766,0.240193,0
0.777778,CHEVROLET,0.707184,0.16256,0.192768,0.153638,1
0.111111,DODGE,0.385231,0.194835,0.202585,0.032831,0
0.777778,SATURN,0.426036,0.113597,0.12523,0.213758,0
0.444444,GMC,0.713496,0.161401,0.196618,0.111001,0
0.555556,FORD,0.665738,0.071507,0.088987,0.065094,0
0.222222,KIA,0.336066,0.21868,0.229726,0.022882,0
0.444444,FORD,0.572593,0.095353,0.119566,0.079306,0
0.333333,CHEVROLET,0.621758,0.294713,0.341895,0.14838,0
0.333333,FORD,0.633084,0.250248,0.288822,0.14838,0
0.444444,FORD,0.711963,0.113625,0.14118,0.074048,0
0.666667,DODGE,0.555162,0.071564,0.091627,0.177516,0
0.333333,CHRYSLER,0.630424,0.146947,0.167744,0.131751,0
0.666667,JEEP,0.824198,0.135604,0.161501,0.126634,0
0.555556,BUICK,0.709276,0.149577,0.1956,0.277146,0
0.666667,FORD,0.585714,0.067774,0.084834,0.121944,0
0.444444,DODGE,0.587662,0.090091,0.115496,0.134878,0
0.222222,CHEVROLET,0.703459,0.221452,0.250846,0.240193,0
0.444444,DODGE,0.497664,0.166238,0.185481,0.107021,0
0.333333,DODGE,0.632201,0.25053,0.291654,0.065094,0
0.444444,CHEVROLET,0.821764,0.127457,0.151794,0.268476,0
0.222222,CHEVROLET,0.707075,0.240206,0.265805,0.240193,0
0.444444,GMC,0.382038,0.217351,0.246886,0.052871,0
0.444444,CHEVROLET,0.752155,0.170933,0.195545,0.129477,0
0.333333,DODGE,0.729683,0.152293,0.164939,0.147953,1
0.333333,CHRYSLER,0.713902,0.192233,0.222054,0.184906,0
0.444444,NISSAN,0.516917,0.175883,0.201567,0.023877,0
0.777778,FORD,0.732046,0.073289,0.102021,0.264355,1
0.333333,KIA,0.473443,0.151925,0.168624,0.006111,0
0.555556,CHEVROLET,0.658974,0.098662,0.124735,0.098493,0
0.333333,CHEVROLET,0.436046,0.190931,0.224034,0.07689,0
0.555556,FORD,0.786522,0.082709,0.106174,0.18647,0
0.333333,CHEVROLET,0.593064,0.157299,0.183473,0.048465,0
0.444444,DODGE,0.478033,0.120244,0.164224,0.088687,0
0.444444,HONDA,0.713893,0.274206,0.308181,0.111001,0
0.444444,FORD,0.684828,0.18205,0.238196,0.111001,1
0.333333,DODGE,0.688941,0.297174,0.346817,0.018761,0
0.333333,FORD,0.752949,0.142336,0.173408,0.074048,1
0.444444,FORD,0.628359,0.10067,0.129575,0.065094,1
0.444444,CHEVROLET,0.613245,0.120386,0.14525,0.048465,0
0.555556,SATURN,0.578806,0.15959,0.206325,0.107021,0
0.777778,SATURN,0.771967,0.077136,0.082497,0.229107,0
0.222222,DODGE,0.41067,0.213221,0.228159,0.041501,0
0.333333,CHEVROLET,0.644059,0.202614,0.230111,0.214895,0
0.555556,CHRYSLER,0.786414,0.111051,0.143572,0.145395,0
0.222222,CHEVROLET,0.74109,0.209035,0.237316,0.240193,0
0.444444,DODGE,0.407234,0.123271,0.146432,0.072911,0
0.555556,CHEVROLET,0.493011,0.123214,0.154792,0.07689,0
0.444444,MERCURY,0.68399,0.109609,0.133123,0.074048,0
0.444444,CHRYSLER,0.418624,0.120216,0.153087,0.065094,0
0.333333,CHRYSLER,0.49073,0.160609,0.181053,0.088687,0
0.111111,DODGE,0.47025,0.294176,0.305734,0.088687,0
0.333333,CHRYSLER,0.372498,0.161203,0.180228,0.072911,0
0.555556,CHRYSLER,0.648911,0.137754,0.167496,0.165009,0
0.666667,FORD,0.523284,0.065935,0.088492,0.09423,0
0.222222,PONTIAC,0.261687,0.227505,0.241908,0.03411,0
0.555556,KIA,0.659281,0.153339,0.183638,0.181637,0
0.666667,DODGE,0.817074,0.037536,0.067702,0.27004,0
0.333333,CHEVROLET,0.748719,0.276921,0.329135,0.111001,0
0.777778,MERCURY,0.587626,0.080983,0.101031,0.09423,1
0.333333,FORD,0.658623,0.144514,0.174811,0.065094,0
0.333333,PONTIAC,0.5852,0.171471,0.196398,0.06552,0
0.333333,CHEVROLET,0.728601,0.205527,0.233934,0.240193,0
0.555556,SATURN,0.714614,0.102735,0.130318,0.184906,0
0.666667,FORD,0.725111,0.067604,0.092507,0.153638,1
0.222222,CHEVROLET,0.548597,0.230702,0.252523,0.176379,0
0.444444,FORD,0.748683,0.126326,0.149264,0.074048,0
0.666667,FORD,0.402139,0.119764,0.143545,0.095509,0
0.333333,CHRYSLER,0.707824,0.201482,0.215317,0.129477,0
0.111111,DODGE,0.366753,0.231437,0.247078,0.052871,0
0.444444,CHRYSLER,0.519785,0.127882,0.149292,0.107021,0
0.444444,MAZDA,0.668091,0.191554,0.224447,0.081865,0
0.777778,SATURN,0.736329,0.073035,0.098584,0.098209,0
0.111111,DODGE,0.404655,0.193449,0.20044,0.032831,0
0.555556,SATURN,0.606743,0.150256,0.165269,0.048465,0
0.888889,LINCOLN,0.594037,0.1246,0.146047,0.091103,0
0.777778,HYUNDAI,0.389027,0.046672,0.065338,0.075469,0
0.444444,CHRYSLER,0.651382,0.154018,0.176736,0.115122,0
0.444444,FORD,0.408893,0.167058,0.20407,0.006111,0
0.222222,DODGE,0.440564,0.217832,0.223154,0.041501,0
0.444444,DODGE,0.614138,0.11009,0.1359,0.098493,0
0.444444,CHEVROLET,0.587292,0.171386,0.201512,0.176379,0
1,FORD,0.687272,0.046135,0.0674,0.116686,1
0.444444,DODGE,0.716733,0.227392,0.27246,0.074048,0
0.333333,FORD,0.561014,0.126015,0.148962,0.051592,1
0.444444,PONTIAC,0.741577,0.131927,0.159329,0.240193,0
0.333333,PONTIAC,0.585759,0.172715,0.208772,0.176379,0
0.444444,SATURN,0.452999,0.098549,0.125698,0.029704,0
0.444444,CHEVROLET,0.654637,0.192968,0.218562,0.214895,0
0.666667,CHEVROLET,0.615274,0.056544,0.078042,0.29079,0
0.222222,MAZDA,0.458338,0.269906,0.303644,0.053297,0
0.444444,HYUNDAI,0.302925,0.175855,0.183748,0.025583,0
0.333333,SUZUKI,0.571349,0.125421,0.143655,0.010091,0
0.444444,NISSAN,0.499829,0.1586,0.184133,0.023877,0
0.555556,PONTIAC,0.640587,0.113427,0.144535,0.214895,0
0.333333,DODGE,0.612389,0.324555,0.360484,0.065094,0
0.555556,DODGE,0.613949,0.161655,0.188725,0.065094,0
0.666667,FORD,0.791951,0.069103,0.092479,0.126634,0
0.222222,CHEVROLET,0.643707,0.222527,0.248591,0.214895,0
0.777778,DODGE,0.66664,0.113031,0.147477,0.207646,0
0.222222,SUZUKI,0.294079,0.156394,0.173848,0,0
0.444444,KIA,0.489675,0.149011,0.177891,0.029704,0
0.444444,PONTIAC,0.631488,0.128985,0.158642,0.214895,0
0.222222,CHEVROLET,0.645881,0.205782,0.230936,0.214895,0
0.777778,PONTIAC,0.628044,0.060165,0.085439,0.29079,0
0.222222,CHEVROLET,0.710926,0.202218,0.21012,0.055571,0
0.444444,NISSAN,0.728583,0.202698,0.233879,0.037095,0
0.444444,PONTIAC,0.661896,0.159025,0.187598,0.214895,0
0.222222,DODGE,0.611532,0.21769,0.240231,0.098493,0
0.555556,CHEVROLET,0.753787,0.110967,0.133425,0.055571,0
0.333333,DODGE,0.805144,0.315786,0.369064,0.083997,0
0.222222,NISSAN,0.61788,0.274998,0.311288,0.031836,1
0.444444,DODGE,0.56179,0.152971,0.170411,0.107021,0
0.444444,FORD,0.788389,0.151416,0.183556,0.18647,0
0.333333,FORD,0.829474,0.146833,0.184106,0.124929,0
0.666667,GMC,0.749342,0.154159,0.185151,0.240193,0
0.444444,DODGE,0.609043,0.111985,0.132903,0.098493,1
0.222222,CHRYSLER,0.554981,0.164229,0.180971,0.107021,0
0.666667,DODGE,0.646819,0.133935,0.173134,0.207646,0
0.444444,FORD,0.524023,0.188159,0.21221,0.148664,0
0.333333,DODGE,0.379432,0.208101,0.246226,0.002843,0
0.111111,DODGE,0.427831,0.216361,0.233659,0.065094,0
0.444444,PONTIAC,0.788993,0.146211,0.177588,0.268476,0
0.555556,JEEP,0.684405,0.164738,0.191613,0.037095,0
0.333333,CHEVROLET,0.456246,0.105253,0.123718,0.029704,0
0.444444,DODGE,0.604678,0.131615,0.152097,0.165009,0
0.333333,SATURN,0.539056,0.215427,0.252303,0.093235,0
0.222222,FORD,0.576254,0.245411,0.292094,0.120949,0
0.666667,CHRYSLER,0.645809,0.077363,0.091764,0.174389,1
0.888889,TOYOTA,0.731721,0.126015,0.162546,0.135162,1
0.444444,FORD,0.49826,0.186858,0.222962,0.120949,1
0.333333,CHRYSLER,0.546009,0.238876,0.26784,0.162592,0
0.444444,CHEVROLET,0.505735,0.165474,0.185096,0.037806,0
0.555556,SATURN,0.843253,0.113371,0.137247,0.206936,1
0.777778,CHEVROLET,0.642292,0.055611,0.07653,0.141131,0
0.444444,CHEVROLET,0.418425,0.106186,0.141977,0.065094,0
0.777778,SATURN,0.732217,0.058213,0.0784,0.227544,1
0.555556,DODGE,0.754247,0.162267,0.188774,0.018761,1
0.111111,CHRYSLER,0.406982,0.23783,0.241606,0.052871,0
0.555556,KIA,0.690537,0.121913,0.137852,0.203383,0
0.666667,DODGE,0.606996,0.050491,0.072157,0.031836,0
0.444444,CHEVROLET,0.654628,0.178401,0.219194,0.115122,0
0.555556,PONTIAC,0.470764,0.090431,0.116238,0.414156,0
0.555556,CHEVROLET,0.71713,0.073997,0.104304,0.111001,0
0.333333,CHRYSLER,0.523383,0.146268,0.167056,0.107021,1
0.222222,SATURN,0.516602,0.320397,0.354187,0.134878,0
0.222222,FORD,0.758116,0.389755,0.443943,0.074048,1
0.777778,DODGE,0.779434,0.059542,0.069737,0.249574,1
0.444444,BUICK,0.712766,0.277685,0.319401,0.111001,0
0.666667,JEEP,0.530967,0.150878,0.174838,0.023877,1
0.222222,CHEVROLET,0.620099,0.31143,0.347834,0.081865,0
0.333333,KIA,0.387566,0.204254,0.238801,0.103042,0
0.888889,SATURN,0.751226,0.061636,0.079362,0.319784,0
0.333333,CHRYSLER,0.417154,0.215569,0.241661,0.088687,0
0.333333,KIA,0.633752,0.212401,0.254008,0.131751,0
0.222222,CHEVROLET,0.651354,0.227619,0.258545,0.214895,0
0.444444,PONTIAC,0.684504,0.151812,0.181878,0.018761,0
0.888889,MERCURY,0.945397,0.051905,0.074797,0.137578,0
0.333333,CHRYSLER,0.369413,0.159364,0.181136,0.072911,0
0.444444,CHRYSLER,0.827832,0.132238,0.160346,0.206936,0
0.333333,CHEVROLET,0.475914,0.227025,0.278482,0.159323,0
0.888889,CHEVROLET,0.453135,0.082935,0.090472,0.084139,0
0.222222,CHRYSLER,0.547533,0.197183,0.217709,0.079306,0
0.333333,CHRYSLER,0.677849,0.198738,0.231679,0.165009,0
0.777778,CHEVROLET,0.673583,0.113965,0.13183,0.141131,0
0.555556,FORD,0.356698,0.177609,0.218369,0.072911,1
0.333333,HYUNDAI,0.52249,0.144429,0.158724,0.051592,0
0.444444,CHEVROLET,0.725454,0.117699,0.150007,0.240193,0
0.333333,PONTIAC,0.654898,0.182078,0.217984,0.214895,0
0.444444,SATURN,0.643572,0.144712,0.173683,0.048465,0
0.222222,CHEVROLET,0.621055,0.191299,0.198983,0.048465,0
0.555556,TOYOTA,0.565812,0.190847,0.211357,0.010091,0
0.333333,CHEVROLET,0.525926,0.128532,0.144617,0.06552,0
0.222222,CHEVROLET,0.723452,0.175996,0.206572,0.25867,0
0.777778,JEEP,0.733975,0.119764,0.156744,0.079733,0
0.111111,DODGE,0.597888,0.32249,0.33205,0.131751,0
0.333333,CHEVROLET,0.72163,0.206093,0.232889,0.240193,0
0.333333,SATURN,0.557912,0.130343,0.152922,0.037806,0
0.666667,DODGE,0.649154,0.166407,0.20176,0.107732,0
0.444444,JEEP,0.71842,0.287953,0.335212,0.221717,0
0.666667,FORD,0.515502,0.117133,0.142527,0.037806,0
0.555556,KIA,0.660661,0.1827,0.218699,0.181637,0
0.222222,DODGE,0.606347,0.278477,0.295091,0.131751,0
0.444444,CHRYSLER,0.771084,0.112409,0.14404,0.124929,1
0.333333,FORD,0.63285,0.144344,0.177011,0.098493,0
0.444444,HYUNDAI,0.67692,0.164201,0.192108,0.048465,0
0.777778,FORD,0.611541,0.094278,0.114781,0.091103,0
0.444444,SATURN,0.766566,0.097304,0.130483,0.055571,0
